Emirate Name En|Emirate Name Ar|Issuance Authority En|Issuance Authority Ar|Issuance Authority Branch En|Issuance Authority Branch Ar|BL #|BL CBLS #|BL Name Ar|BL Name En|BL Est Date|BL Exp Date|BL Status EN|BL Status AR|BL Legal Type En|BL Legal Type Ar|BL Type En|BL Type Ar|BL Full Address|License Latitude|License Longitude|License Branch Flag|Parent Licence - License Number|Parent License Issuance Authority En|Parent License Issuance Authority Ar|Relationship Type En|Relationship Type Ar|Owner Nationality En|Owner Nationality Ar|Owner Gender|Business Activity Code|Business Activity Desc En|Business Activity Desc Ar|license_pk
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-192295|CBLS-75333|and Sons Services ﺔﻨﻴﻄﻗ ﺔﻛﺮﺷ|Rangel, Sanders and Willis Services|24/03/2024|30/03/2025|Active|نشط|LLC|ذ.م.م|Professional|مهني|4886 Gross Terrace Apt. 195 West Kaitlyn, WA 52663|25.0948°N|55.3923°E|N||||Owner|مالك|Indian|هندي|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|2796105f8596f8210a291f6db7658472
Abu Dhabi|أبو ظبي|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Main|رئيسي|BL-100177|CBLS-21913|Inc Management ﻲﻗﻮﺳﺪﻟﺍ ﺔﻛﺮﺷ|Parker, Benitez and Velasquez Management|16/03/2023|19/02/2024|Active|نشط|Civil Company|شركة مدنية|Professional|مهني|462 Nicholas Squares Apt. 372 South Ashleyborough, HI 26838|24.4890°N|54.5550°E|Y||||Owner|مالك|Indian|هندي|Female|702000|Management consultancy activities|أنشطة استشارات الإدارة|9ef632dad3086fb5244d8ba65da0e359
Abu Dhabi|أبو ظبي|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Main|رئيسي|BL-480992|CBLS-17113|Services ﻲﻧﺍﺪﻴﺻ-ﻱﻭﻼﺣﺯ ﺔﻛﺮﺷ|Brady and Sons Services|26/09/2021|09/09/2022|Active|نشط|Free Zone Establishment|مؤسسة منطقة حرة|Professional|مهني|41614 Matthew Prairie South Todd, WV 13714|24.4533°N|54.4328°E|N||||Owner|مالك|Indian|هندي|Male|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|5f4a084fa50ae215b7504c2bb383ddce
Sharjah|الشارقة|Sharjah Economic Development Department|دائرة التنمية الاقتصادية في الشارقة|Main|رئيسي|BL-219562|CBLS-22771|Services ﺱﻮﺳﻮﻤﻟﺍ and ﻲﻗﻮﺳﺪﻟﺍ ,ﺔﻴﻣﺎﺒﻟﺍ ﺔﻛﺮﺷ|Brown Inc Services|09/09/2020|18/08/2021|Active|نشط|Free Zone Establishment|مؤسسة منطقة حرة|Professional|مهني|7596 Wood Junctions Suite 356 Bishopstad, VI 43788|25.3002°N|55.4710°E|N||||Owner|مالك|British|بريطاني|Female|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|b69f98d635580fcfe89ab61251e26442
Abu Dhabi|أبو ظبي|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Main|رئيسي|BL-148001|CBLS-31516|Trading ﻲﻟﻮﺒﻤﻄﺳﺍ-ﻲﺑﺎﻬﺸﻟﺍ ﺔﻛﺮﺷ|Smith Ltd Trading|27/06/2021|21/05/2022|Expired|منتهي الصلاحية|Free Zone Establishment|مؤسسة منطقة حرة|Commercial|تجاري|357 Robertson Shore Apt. 050 Morganmouth, TX 58737|24.2421°N|54.5867°E|N||||Owner|مالك|Other|آخر|Female|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|6eacd52f54f90c5d4f2b225914cbbc56
Dubai|دبي|Dubai South|دبي الجنوب|Main|رئيسي|BL-326061|CBLS-69905|LLC ﻑﺮﺷ and ﻞﺋﺍﻭ ﻦﺑ ﺐﻠﻐﺗ ,ﺵﺍﻮﺤﻟﺍ ﺔﻛﺮﺷ|Lawson Group LLC|09/11/2024|08/12/2025|Active|نشط|Free Zone Establishment|مؤسسة منطقة حرة|Commercial|تجاري|USCGC Hatfield FPO AP 13667|25.2150°N|55.0431°E|N|BL-978146|||Owner|مالك|Indian|هندي|Male|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|a9da59349b9493dac7120daa1c0927e1
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-579605|CBLS-96305|LLC ﻱﻭﺎﺠﻟﻷﺍ and ﺪﻴﻫﺍﺮﻓ ,ﻥﺯﺍﻮﻫ ﺔﻛﺮﺷ|Cruz, Lawson and Joseph LLC|29/09/2016|30/10/2017|Expired|منتهي الصلاحية|Free Zone Establishment|مؤسسة منطقة حرة|Commercial|تجاري|872 Friedman Orchard Apt. 332 North Ryantown, GA 43296|25.2869°N|55.0539°E|N|||دائرة التنمية الاقتصادية|Manager|مدير|Emirati|إماراتي|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|cd2b7d63a8edaed862d5775f759beeaa
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-606390|CBLS-76628|FZE ﻝﻮﻬﺴﻟﺍ-ﻥﺍﻭﺪﻋ ﺔﻛﺮﺷ|Miranda-Robinson FZE|14/02/2022|12/01/2023|Cancelled|ملغاة|LLC|ذ.م.م|Commercial|تجاري|PSC 7153, Box 9915 APO AA 94537|25.2075°N|55.0695°E|Y||||Owner|مالك|Pakistani|باكستاني|Male|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|0ec5f3a82ac982bb93f95c0480e1b91c
Abu Dhabi|أبو ظبي|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Main|رئيسي|BL-628597|CBLS-60418|Services ﻲﻣﺪﻬﻟﺍ and ﻕﺭﺎﺑ ,ﻲﺗﺎﻔﻳﻮﺷ ﺔﻛﺮﺷ|Fitzgerald, James and May Services|22/01/2018|30/01/2019|Active|نشط|Free Zone Establishment|مؤسسة منطقة حرة|Professional|مهني|59319 Anderson Island Raytown, ME 08612|24.4939°N|54.6664°E|N||Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Owner|مالك|Other|آخر|Female|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|3c7a2b65ac356b5915c076b3289b1f98
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-943890|CBLS-27481|LLC ﻲﻔﻴﺴﻟﺍ-ﻢﻫﺮﺟ ﺔﻛﺮﺷ|Nichols, Boone and Whitney LLC|31/08/2020|27/09/2021|Expired|منتهي الصلاحية|Free Zone Establishment|مؤسسة منطقة حرة|Commercial|تجاري|60875 Lisa Hill South Erin, FL 79336|25.1238°N|55.2800°E|N||||Owner|مالك|Indian|هندي|Male|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|5aa97d50651457cf171e7ed1b75d2b89
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-872610|CBLS-82559|FZE ﺱﺍﺮﻓ ﻮﻨﺑ and ﻚﻟﺎﻣ ﻮﻨﺑ ,ﻱﺭﺎﺼﻧﻷﺍ ﺔﻛﺮﺷ|Thomas-Ortega FZE|28/06/2020|20/06/2021|Active|نشط|Civil Company|شركة مدنية|Commercial|تجاري|973 Carter Lane Apt. 523 Lake Jill, VI 23965|25.0603°N|55.2497°E|N|||دائرة التنمية الاقتصادية|Owner|مالك|Emirati|إماراتي|Female|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|0f29eb58cb8e068bd7c02b8d65a2dfcd
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-286450|CBLS-76046|FZE ﺮﻀﻣ and ﻁﻭﺅﺎﻧﺭﺍ ,ﻖﻟﺍﻮﻌﻟﺍ ﺔﻛﺮﺷ|Luna-Evans FZE|23/05/2019|10/04/2020|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|6618 Campbell Fields Suite 125 Port Sarahport, NH 86305|25.2083°N|55.1290°E|N||||Owner|مالك|Pakistani|باكستاني|Female|702000|Management consultancy activities|أنشطة استشارات الإدارة|648a57cdbcef637057711cab62fcff50
Abu Dhabi|أبو ظبي|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Main|رئيسي|BL-806995|CBLS-79979|Manufacturing ﻑﺭﺎﻌﻟﺍ and ﺮﻬﺷ ﻮﻨﺑ ,ﻞﻀﻋ ﺔﻛﺮﺷ|Ray Group Manufacturing|25/07/2017|22/09/2018|Expired|منتهي الصلاحية|LLC|ذ.م.م|Industrial|صناعي|059 Erika Walks South Stephanie, NE 89557|24.4632°N|54.4690°E|N||||Owner|مالك|British|بريطاني|Female|620100|Computer programming activities|أنشطة برمجة الكمبيوتر|fca138d796b8d10dc78cfc1dfa4b45d9
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-309612|CBLS-44993|Consultancy ﻢﺳﺍﻮﻘﻟﺍ-(ﺔﻣﺭﺎﺠﻌﻟﺍ) ﺔﻣﺮﺠﻋ ﺔﻛﺮﺷ|Howe Inc Consultancy|01/12/2024|27/11/2025|Active|نشط|LLC|ذ.م.م|Professional|مهني|626 Austin Garden Suite 749 Lake Julie, WI 91175|25.2951°N|55.2734°E|N||||Owner|مالك|Emirati|إماراتي|Female|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|9ec9ab64cb10e4edf47f7b8dbb14ce19
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-133875|CBLS-57013|Management ﺔﻌﻴﺒﺿ and ﺞﻳﺮﻌﻟﺍ ﻮﻨﺑ ,ﺏﺮﺣ ﺔﻛﺮﺷ|Barrett, Strickland and Hancock Management|21/02/2019|23/02/2020|Active|نشط|Sole Establishment|مؤسسة فردية|Professional|مهني|78309 Hill Summit Port Brittanyfurt, NJ 84989|25.0307°N|55.3472°E|N||||Owner|مالك|Pakistani|باكستاني|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|9539bc259f1452b238c9f4b24c7ab2ec
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-635740|CBLS-47701|and Sons Industries ﺩﺍﺮﻣ ﺔﻛﺮﺷ|Hamilton, Duncan and Garcia Industries|10/07/2019|12/05/2020|Active|نشط|LLC|ذ.م.م|Industrial|صناعي|887 April Prairie Apt. 312 North Angela, AS 41696|25.2779°N|55.1550°E|Y|BL-427841|Department of Economic Development||Owner|مالك|British|بريطاني|Male|829900|Business Support Service Activities|أنشطة خدمات دعم الأعمال|ad2f7ab17555e7ee7b68ce66da9b9f5f
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-363550|CBLS-36619|Inc FZE ﺔﻤﻧﺍﻮﻐﻟﺍ ﺔﻛﺮﺷ|Williams PLC FZE|03/02/2021|08/01/2022|Expired|منتهي الصلاحية|Civil Company|شركة مدنية|Commercial|تجاري|18458 Rodney Shoals East Kevinhaven, MH 38957|25.2607°N|55.3442°E|N||||Owner|مالك|Indian|هندي|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|f2ee9df1993e1c63cd38b88734180e6e
Sharjah|الشارقة|Sharjah Economic Development Department|دائرة التنمية الاقتصادية في الشارقة|Main|رئيسي|BL-891787|CBLS-87120|LLC ﺥﻮﻨﺗ-ﻥﻼﻴﻋ ﺲﻴﻗ ﺔﻛﺮﺷ|Ferguson, Taylor and Henry LLC|12/07/2021|09/07/2022|Active|نشط|Civil Company|شركة مدنية|Commercial|تجاري|030 Donald Walks East Carrie, IL 78067|25.3738°N|55.4393°E|N|||دائرة التنمية الاقتصادية في الشارقة|Partner|شريك|Emirati|إماراتي|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|aa3c997f111ce2b8b64fa54ab024e9d1
Sharjah|الشارقة|Sharjah Economic Development Department|دائرة التنمية الاقتصادية في الشارقة|Main|رئيسي|BL-296059|CBLS-32779|Trading ﺮﻴﻄﻣ-ﺓﺮﻴﺸﻌﻟﺍ ﺪﻌﺳ ﻦﺑ ﻢﻜﺤﻟﺍ ﺔﻛﺮﺷ|Ramirez-Daniel Trading|07/01/2018|12/12/2018|Active|نشط|Free Zone Establishment|مؤسسة منطقة حرة|Commercial|تجاري|7146 Amanda Cliffs Wandaborough, VT 49278|25.3119°N|55.4081°E|N||||Partner|شريك|Emirati|إماراتي|Female|702000|Management consultancy activities|أنشطة استشارات الإدارة|929f5588b1ca0ab908824a22a700e127
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-446620|CBLS-71122|Trading ﻡﻻ ﻮﻨﺑ-ﺕﺍﺪﻴﻘﻌﻟﺍ ﺔﻛﺮﺷ|Sandoval, Hoover and Jacobs Trading|23/05/2025|18/04/2026|Active|نشط|Free Zone Establishment|مؤسسة منطقة حرة|Commercial|تجاري|314 Amanda Spur Jonesland, MN 44215|25.0120°N|55.3715°E|N||||Owner|مالك|Pakistani|باكستاني|Female|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|e8d897d2332bc46bad73cec2a60212ca
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-614379|CBLS-85061|Services ﻕﺎﻗﺪﻟﺍ-ﺰﻳﺰﻋﻮﺑ ﺩﻻﻭﺃ ﺔﻛﺮﺷ|Thomas-Yates Services|29/03/2019|18/03/2020|Expired|منتهي الصلاحية|Sole Establishment|مؤسسة فردية|Professional|مهني|Unit 6112 Box 8497 DPO AE 69832|25.1074°N|55.3136°E|N||||Owner|مالك|Emirati|إماراتي|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|e7e29b1112214fd40fc66a94494f4f17
Dubai|دبي|DMCC|مركز دبي للسلع المتعددة|Main|رئيسي|BL-267112|CBLS-64516|Management ﻲﺘﻴﺸﺒﻟﺍ and ﻕﺎﻗﺪﻟﺍ ,ﺐﻌﻛ ﻦﺑ ﺙﺭﺎﺤﻟﺍ ﻮﻨﺑ ﺔﻛﺮﺷ|Graves-Grimes Management|05/03/2017|17/01/2018|Active|نشط|LLC|ذ.م.م|Professional|مهني|USCGC White FPO AP 89343|25.1611°N|55.0368°E|N||||Partner|شريك|Indian|هندي|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|b159ac22a1ea2e8f10d5de6ae57f30ef
Abu Dhabi|أبو ظبي|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Main|رئيسي|BL-889216|CBLS-91039|Trading ﺭﺎﻤﻧﺃ and ﻲﻠﺑ ,ﻲﻣﺎﺸﻟﺍ ﺔﻛﺮﺷ|Arnold, Macias and Powell Trading|02/05/2022|12/06/2023|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|69405 Erika Manor Whitestad, AS 61929|24.3425°N|54.5245°E|N||||Owner|مالك|Other|آخر|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|200256677b3584fbc2d10ff211c0493d
Dubai|دبي|DMCC|مركز دبي للسلع المتعددة|Main|رئيسي|BL-773462|CBLS-90439|Consultancy ﺝﺭﺰﺨﻟﺍ and ﻱﺪﻋ ﻮﻨﺑ ,ﻲﻧﻮﻴﻣﺍ ﺔﻛﺮﺷ|Mitchell, Cisneros and Meyer Consultancy|10/12/2024|10/12/2025|Active|نشط|Free Zone Establishment|مؤسسة منطقة حرة|Professional|مهني|11312 Christopher Heights Suite 068 South Tyler, TX 89207|25.0731°N|55.0160°E|Y||||Manager|مدير|Emirati|إماراتي|Female|702000|Management consultancy activities|أنشطة استشارات الإدارة|aa9b80a6a1b91c82564e7a0c162415a9
Ajman|عجمان|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-666479|CBLS-47070|Services ﻲﻨﺘﻣ and ﺓﺮﻴﻣﻮﺳ ,ﻊﻤﻟﺃ ﺔﻛﺮﺷ|Wolfe, Sullivan and Jensen Services|18/12/2022|31/10/2023|Active|نشط|Sole Establishment|مؤسسة فردية|Professional|مهني|728 Gregory Lakes New Michael, AR 55908|25.4411°N|55.5233°E|N||||Owner|مالك|Pakistani|باكستاني|Male|829900|Business Support Service Activities|أنشطة خدمات دعم الأعمال|62ac0f8d2c9a7599c93d6ad9e499ab96
Abu Dhabi|أبو ظبي|ADGM|سوق أبوظبي العالمي|Main|رئيسي|BL-301863|CBLS-51984|Ltd FZE ﺮﺟﺎﻫ ﻲﻨﺑ ﺔﻛﺮﺷ|Gray-Brooks FZE|19/12/2017|23/12/2018|Expired|منتهي الصلاحية|LLC|ذ.م.م|Commercial|تجاري|4744 Aaron Roads Robinsonport, SD 68072|24.2247°N|54.3384°E|Y||||Owner|مالك|Indian|هندي|Female|702000|Management consultancy activities|أنشطة استشارات الإدارة|3cd71828cb557528d7ed554f50d0f272
Sharjah|الشارقة|Sharjah Economic Development Department|دائرة التنمية الاقتصادية في الشارقة|Main|رئيسي|BL-802897|CBLS-92511|Consultancy ﷲ ﺭﺎﺟ-ﺢﻟﺎﺼﻟﺍ ﻥﺎﻤﺟﺮﺘﻟﺍ ﺔﻛﺮﺷ|Walls PLC Consultancy|12/07/2015|17/08/2016|Active|نشط|LLC|ذ.م.م|Professional|مهني|1052 Gomez Courts Suite 731 South David, NM 01406|25.3865°N|55.4848°E|N|||دائرة التنمية الاقتصادية في الشارقة|Owner|مالك|Indian|هندي|Male|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|f6c0b548af9679123810cf232c080595
Dubai|دبي|Dubai South|دبي الجنوب|Main|رئيسي|BL-777968|CBLS-19452|Group Manufacturing ﺪﻴﺒﻋ ﺔﻛﺮﺷ|Hammond LLC Manufacturing|18/03/2019|01/05/2020|Active|نشط|Sole Establishment|مؤسسة فردية|Industrial|صناعي|417 Martin Knoll Smithborough, DE 25347|25.0071°N|55.2867°E|N||||Owner|مالك|Other|آخر|Female|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|8cad55c59c39fb70bd09e3d5f7ff39dc
Abu Dhabi|أبو ظبي|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Main|رئيسي|BL-702891|CBLS-39837|Industries ﺔﻤﻧﺍﻮﻐﻟﺍ and ﻱﻭﺎﺠﻟﻷﺍ ,ﻰﻠﻌﻳ ﻮﻨﺑ ﺔﻛﺮﺷ|Williams-Foster Industries|17/02/2022|27/01/2023|Active|نشط|Sole Establishment|مؤسسة فردية|Industrial|صناعي|USNV Wilson FPO AA 72606|24.3223°N|54.4805°E|N||||Owner|مالك|British|بريطاني|Male|620100|Computer programming activities|أنشطة برمجة الكمبيوتر|779da53cb4404f7302471a7d0e4c7fe1
Ajman|عجمان|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-772580|CBLS-91048|Consultancy ﻢﻴﻨﻏ-ﻝﻼﺑﻭﺩ ﺔﻛﺮﺷ|Marsh-Klein Consultancy|23/09/2022|01/09/2023|Active|نشط|LLC|ذ.م.م|Professional|مهني|11022 Porter Trafficway Apt. 056 South Timothyport, NM 11329|25.4256°N|55.4878°E|N||Municipality||Owner|مالك|Emirati|إماراتي|Male|829900|Business Support Service Activities|أنشطة خدمات دعم الأعمال|72cbd6fcfba1226f62848fc91b3ab792
Sharjah|الشارقة|Sharjah Economic Development Department|دائرة التنمية الاقتصادية في الشارقة|Main|رئيسي|BL-415989|CBLS-89503|FZE ﺪﻟﺎﺧ ﻮﻨﺑ and ﺓﺎﻨﻣ ﺪﺒﻋ ﻦﺑ ﺮﻜﺑ ,ﻲﺻﺎﻐﻠﻜﻟﺍ ﺔﻛﺮﺷ|Wright-Hernandez FZE|19/02/2023|19/01/2024|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|637 Jacqueline Parkway East Victoria, OR 82933|25.3282°N|55.5853°E|N||||Owner|مالك|British|بريطاني|Male|829900|Business Support Service Activities|أنشطة خدمات دعم الأعمال|9b6c681d872f30644c94440eab31fc91
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-243006|CBLS-61248|Consultancy ﻑﺭﺎﻌﻟﺍ-ﻲﻧﺎﻤﻟﺍ ﺔﻛﺮﺷ|Hernandez, Martinez and Morales Consultancy|24/09/2019|07/10/2020|Expired|منتهي الصلاحية|LLC|ذ.م.م|Professional|مهني|66843 Matthew Neck New Ronaldton, ME 14926|25.0885°N|55.2536°E|N||Department of Economic Development||Owner|مالك|Emirati|إماراتي|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|cc719bd301adb8e2e1fef7e8b30f73fd
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-491255|CBLS-11461|FZE ﻚﻟﺎﻣ ﻮﻨﺑ and ﻲﻜﺒﻠﻌﺑ ,ﺡﺪﻧﺮﺳ ﺔﻛﺮﺷ|Cox-Hahn FZE|02/06/2024|22/05/2025|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|53474 Ryan Glen Coxport, DE 13200|25.2624°N|55.0565°E|N||||Owner|مالك|Emirati|إماراتي|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|d514cc2397ced2194cba272b24b55874
Fujairah|الفجيرة|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-419491|CBLS-37532|Trading ﻡﺍﺬﺟ-ﺲﻳﺪﺟ ﺔﻛﺮﺷ|Smith, Arnold and Atkins Trading|24/11/2022|24/10/2023|Expired|منتهي الصلاحية|LLC|ذ.م.م|Commercial|تجاري|43961 David Summit Apt. 093 Lake Sean, CT 10315|25.1212°N|56.3906°E|Y||||Owner|مالك|Pakistani|باكستاني|Male|620100|Computer programming activities|أنشطة برمجة الكمبيوتر|0aeb83d47864e369e2f72ab2eef45768
Sharjah|الشارقة|Sharjah Economic Development Department|دائرة التنمية الاقتصادية في الشارقة|Main|رئيسي|BL-303765|CBLS-25023|Ltd LLC ﻲﻨﺘﻣ ﺔﻛﺮﺷ|Montgomery, Turner and Wells LLC|02/01/2017|30/01/2018|Active|نشط|Civil Company|شركة مدنية|Commercial|تجاري|485 West Stravenue Apt. 617 Millshaven, WY 03368|25.3671°N|55.5135°E|N||Sharjah Economic Development Department||Owner|مالك|Other|آخر|Male|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|cf06aba17bc7e5d19785d68eb11a45ef
Sharjah|الشارقة|Sharjah Economic Development Department|دائرة التنمية الاقتصادية في الشارقة|Main|رئيسي|BL-676365|CBLS-19587|Inc FZE ﺔﺒﻌﺷ ﻮﻨﺑ ﺔﻛﺮﺷ|Greene Ltd FZE|09/01/2025|13/10/2025|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|678 Gabriel Terrace Hartfurt, MO 80090|25.3672°N|55.4501°E|N||Sharjah Economic Development Department||Owner|مالك|Pakistani|باكستاني|Male|620100|Computer programming activities|أنشطة برمجة الكمبيوتر|bbe1f9182ebba81ae70c514c98be9088
Abu Dhabi|أبو ظبي|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Main|رئيسي|BL-787313|CBLS-40740|FZE ﺵﺮﻗ and ﺭﺎﻤﻧﺃ ,ﺐﻴﻘﻨﻟﺍ ﺔﻛﺮﺷ|Clark-Smith FZE|09/01/2020|27/12/2020|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|3448 George Cape Apt. 402 Saraview, VI 07253|24.2855°N|54.3279°E|N||||Owner|مالك|Indian|هندي|Male|829900|Business Support Service Activities|أنشطة خدمات دعم الأعمال|09cc74efca6958ba567d78ef87d9e305
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-712546|CBLS-29974|Ltd Management ﻊﺠﺷﺃ ﺔﻛﺮﺷ|Whitney, Mayo and Clark Management|10/12/2018|25/12/2019|Active|نشط|Civil Company|شركة مدنية|Professional|مهني|1842 Villanueva Hill Suite 005 Lake Tammy, HI 34053|25.1701°N|55.3231°E|Y||||Owner|مالك|Other|آخر|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|a0e52d220228357a5103c390d25f48ef
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-875753|CBLS-93995|Ltd Management ﺏﺮﺣ ﺔﻛﺮﺷ|Medina PLC Management|15/01/2018|11/12/2018|Expired|منتهي الصلاحية|Sole Establishment|مؤسسة فردية|Professional|مهني|3543 Moore Fort Richardsonfort, CO 65507|25.0830°N|55.1438°E|N||||Owner|مالك|Other|آخر|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|9f18805255b48c720a87d338fc46d2f1
Abu Dhabi|أبو ظبي|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Main|رئيسي|BL-610626|CBLS-82308|Group Services ﺔﻳﺪﻨﻫ ﺔﻛﺮﺷ|Stevens and Sons Services|25/11/2024|13/11/2025|Cancelled|ملغاة|LLC|ذ.م.م|Professional|مهني|42269 Chad Cliffs Suite 376 Lake Alisontown, PA 13572|24.2527°N|54.5427°E|Y||||Partner|شريك|Other|آخر|Female|829900|Business Support Service Activities|أنشطة خدمات دعم الأعمال|38385b873a8e8efe28a4c944df50883c
Abu Dhabi|أبو ظبي|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Main|رئيسي|BL-869177|CBLS-92132|and Sons Services ﻱﺭﺎﺨﺒﻟﺍ ﺔﻛﺮﺷ|Cruz-Rodriguez Services|13/12/2017|06/12/2018|Active|نشط|LLC|ذ.م.م|Professional|مهني|900 Amy Viaduct Melissaland, ID 18750|24.4182°N|54.6568°E|Y||||Owner|مالك|Egyptian|مصري|Male|829900|Business Support Service Activities|أنشطة خدمات دعم الأعمال|745c0a093ec0e864da1cbf988ab788bc
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-323095|CBLS-14804|LLC Management ﻭﺮﻤﻋ ﻮﻨﺑ ﺔﻛﺮﺷ|Malone-Stafford Management|03/04/2020|30/04/2021|Active|نشط|Sole Establishment|مؤسسة فردية|Professional|مهني|810 Curtis Hill Apt. 862 East Andrewchester, MS 19817|25.0782°N|55.3576°E|N||||Owner|مالك|Emirati|إماراتي|Female|702000|Management consultancy activities|أنشطة استشارات الإدارة|ad2103ad5f2c38a436840552fc0db2d4
Sharjah|الشارقة|Sharjah Publishing City|مدينة الشارقة للنشر|Main|رئيسي|BL-868844|CBLS-48141|FZE ﺓﺰﻨﻋ and ﻱﺮﻴﻣﺎﻣﺰﻟﺍ ,ﺮﻴﻤﺣ ﺔﻛﺮﺷ|Rios-Perez FZE|01/03/2017|17/03/2018|Active|نشط|Sole Establishment|مؤسسة فردية|Commercial|تجاري|5195 Michael Corner New Edwardchester, NC 44389|25.3465°N|55.5021°E|N||||Owner|مالك|Emirati|إماراتي|Female|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|f70295975ea9d155c1f17a670161925c
